input_text,output_text,input_cmi,output_cmi,delta
我的新laptop **超级卡**，得重装个system才行。 那个AI **模型**训练完之后，accuracy **居然**只有60% **左右**，**太离谱了**。 你帮我debug **一下**这段code，**怎么**老是报memory leak **的错误**？,##orororsorsorsororor por por porsorsor porsor por poror porsororsor porororkorsorsorkor por por Por por porkorsoror pororsororkorkor porsorkorsorkororsorkorkorkorsor porkorkororkoror porkororor ser por poran por por per por porador por porar por por de por pordor por por sin por por lo por por van por por ser,25.0,0.0,-25.0
1. My 新手机的 camera **真的太清晰了**，but the battery drain is **有点严重**。 2. 这个AI tool **帮我省了不少时间**，though sometimes it still needs **人工调整一下**。 3. You got the **最新版本的** firmware right? **装完之后** the lag issue **完全没了**。,"##orororkorororsorsororor porsorsorsor por por porsor por Por por por Por Por Por porsor Por por Porkor por por de por poror por por sin por por la por por en por por van por por mi por por ser por por per por por el por por del por por, por por mor por por una por por y por por va por porpor por porno por poran por por con por porvian por",9.523809523809524,0.0,-9.523809523809524
1. 我昨天去了那个 **super crowded** 的市场，结果**bought**了一堆**useless stuff** 回来，真**后悔**！ 2. 他总是**say**些**nonsense**，然后**blame**别人**不懂 humor**，真的**很无语**。 3. 这个**app**真的**太好用**了，**saves**我**super much time**，**recommend**大家都**试试看**！,"##orororsorsorsororor por por porsorsor porsor por por Por por por sin sin sin por por otro por por ser por por per por porpor por por y por por de por por, por por en por porno por por el por por van por por la por poran por por mi por por mor por por dejar por por va por por con por poroc por por una por por lo por porador por porr por por para",50.0,0.0,-50.0
"I was thinking about dinner just now, 但是冰箱里什么都没有。 The weather forecast says it’ll rain tomorrow, 记得带伞出门哦。 She promised to call back, 结果又放我鸽子了。",",,, y y y a a a y y e y y por por por y y de de de y y van van van de de van van y van de van y de van Van van van Van Van Van van Van Von van vanvan van van va van van von van van Von van Van de van de Van van de ende van van ende van Vanvon van van die van van al van vangen van van der van vann van van vele van vanvon",13.636363636363635,0.0,-13.636363636363635
"I was thinking about dinner earlier, 但是冰箱里什么都没有。 最近天气真的太热了， I can’t even focus on work. 我明天要去医院， hope it’s nothing serious.",##janjanjanjajajarjarjarjarjerjerjerjarjerjarjanjarjarjaljarjarjalejarjarjaljerjerjelejarjerjejerjerjeljirjerjeljerjerjaljerjarjajerjerjaljarjerjevinerjerjeljarjerjalejalejarjelejarjarjeljeljerjelejalejarjaljeljeljelejarjerjajerjarjaljiljirjeljelejalejalejaljeljeljiljiljiljerjeljiljilejalejalji,15.789473684210531,0.0,-15.789473684210531
"I was thinking about dinner earlier, 但是冰箱里什么都没有。 The weather forecast says it’ll rain tomorrow, 记得带伞出门哦。 She promised to call at 8, 结果又放我鸽子了。",##janjanjanjajajajanjanjojojojajajojajojojjojojijojorjajojoejojojoijojojoojojojejojonjojojo jojojonojojohjojolojojovojojoinojojoljojorjejojogojojopitejojodiojojoogojojoyojojoiojojorejjojoeojojorojojo lojojo,14.28571428571429,0.0,-14.28571428571429
"I was thinking about dinner last night, 但是实在太累了。 今天的天气真好， so I decided to go for a walk in the park. My phone died halfway, 结果只能坐公交回家。",",,, y y y por por por y y a a a y y de de de por por de de y y van van van de de van de van van y van y de van y y va van van Van van Van Van Van van vanvan van van en van van va van Van de van Van Va van van Valencia van van ende van van ver van van von van van al van van Va van Van va van de Van van va Van Van Va Van Van",12.0,0.0,-12.0
"1. After that **绝杀进球** *kèshā jìnqiú*, the whole stadium just **炸了** *zhàle*—you could feel the energy from the stands! 2. His **传球** *chuánqiú* accuracy is insane, but today he **发挥失常** *fāhuī shīcháng* and kept missing easy passes. 3. The coach said we need to **加强防守** *jiāqiáng fángshǒu* in the second half, or we’ll **输得很难看** *shū de hěn nánkàn*.","##nonono por por por Por por Por Por Por por por sin por sin sin sin por Por sin sin de por por y por por mi por por de por Por de por sin Por por de de de sin por por, por por en por por con por porpor por por mor por por la por por per por por van por poran por por ser por por va por por para por por el por porno por Por y por Por, por Por mi por",0.0,0.0,0.0
Last night’s game was insane—**那个三分球太关键了**！ The Lakers really need to step up their defense **否则季后赛又要一轮游**。 **这次换人安排有点奇怪**， but I guess the coach knows best.,##ororororeoreoreorororooroorooreoreorooroororoorororaororkorororooreoroororeorooreoraoroorooraoraoraororaoraorooreororooraoroororaorooraororokororoorokorororsororor pororor rooroorosororoororoorooro roorororioroorooorooro pororooroorioroorkororoor pororoor ro,0.0,0.0,0.0
"我昨天在supermarket买了好多 **水果**，结果发现有的已经**坏了**。 这部**电影**的plot twist真的**太惊喜**了，我完全**没想到**！ 他总是say **""没问题""**，但最后还是**搞砸**了整个**计划**。","##orororsorsorsororor por por porsorsor porsor por por Por por poror porsoror por Por Por porsor Por por Poror pororor Por por sin por por sin sin sin por Por sin sin de de por por, por por otro por por per por por ser por por van por por y por por mor por por con por por en por por la por por va por porpor por porno por por para por por de",0.0,0.0,0.0
我昨天去了那个 **supermarket** 买东西，结果发现 **sold out** 了好多东西。 他总是 **say** 什么“别 **worry**”，但自己却 **stress** 得要命。 这部电影的 **plot** 真的太 **twisted** 了，我看得都 **confused** 了。,"##ororororeoreoreorororooroorooreoreorooreorooroororooreororoororeoroorororaoroororooroorootooroorooorooro oorooro pororooroorosorooro cororooro -orooro roorooro loorooro,orooroodorooro yoroorooraoroor por por pororor porororo por pororoororaorororporooroiooroorokororo",0.0,0.0,0.0
我的新**laptop**配置特别高，i7处理器加上32G **RAM**，跑**AI model**那叫一个**smooth**。 这款**smartwatch**的**battery life**确实有点短，才充了一天电就**low battery**了，真**让人头大**。 他们团队最近在**debug**那个**app**，发现**backend**的**logic**全乱了，**赶鸭子上架**临时改了半宿。,"##orororsorsorsororor por por porsorsor porsor por poror porsororsoror porororkorsorsorkor por por Por por por lo por porador por porno por por otro por por la por por de por poran por por sin por por en por por y por por van por por mor por por per por por el por porcir por por mi por poroc por por, por por ser por porar por por",0.0,0.0,0.0
"The new AI model 真的太强了，处理复杂任务一点都不费劲。 I tried debugging the code all night, 但最后发现只是少了个分号。 Their latest smartphone 续航确实提升了，不过价格也涨得有点离谱。",##janjanjanjajajajanjanjatjajajijajajojajajjajajcijajajatjajijijajanjajanjijijijojajijojojojajojojijajojijijjijijanjijajijjajiljijajavojjajajnijajavnijajaljijajijanjajijcijajivojvojvojjojajjjjojojjjijjja,17.647058823529417,0.0,-17.647058823529417
我昨天买了个新**laptop**，但是它的**battery life**真的太**short**了，才撑两个**hour**就没电。 这款**AI tool**的**accuracy**确实很高，不过**user interface**有点复杂，我得**spend**时间**study**一下**tutorial**。 他让我帮忙**debug**那个**code**，结果发现**error**全在**data preprocessing**的步骤里，真**headache**啊！,##oooocaocaocaococococaocaotaotaotaLLLNNNHHHNNLLRRRHHRRLLHHLLlLLTTTRRTLLMLLLLALLotaotaRRNNRRotaLRLRHLRTTHHTTTALL laLLGLLATLL angLLTA,0.0,0.0,0.0
这个新手机的处理器速度真的快，**but the battery life is kind of disappointing.** **I tried enabling dark mode** 来省点电，效果还不错。 **The AI assistant keeps mishearing me**—可能我的口音它不太适应吧。,",,, u u u U U U u U u - - - u - U U - - U - U u u - u u va u u van van van Van Van Van van Van van van va van van Va Van Van Va Va Van Va Van van Va Va Va van Van U Van Van U van van U van Van Va van van Vol Van Van In Van Van Von Van Van Ver Van Van Tot Van Van va Van Van Val Van Van - Van Van",7.14285714285714,0.0,-7.14285714285714
1. I was 正在看 movie yesterday 但是突然 stop 了电，真的是 too annoying 了！ 2. 这个 weekend 我要去 shopping 买点新衣服，顺便 bring 我妹妹 一起吃个 火锅。 3. My boss 让我 finish 这个 report 之前，一定要 check 所有的 data 确保 no mistakes。,"##orororsororor por por por Por por Por Por Por por poror poror Por Poror por Pororor Por porororkor por porsor por por cor por porpor por por mor por por de por por en por por pod por por la por por pot por por per por por, por porno por por sin por por con por por y por por el por poran por por va por por a por por no por porr por",45.45454545454546,0.0,-45.45454545454546
1. 昨天的比赛 **was so intense**—最后一秒 **they scored a buzzer-beater** 让我 **completely lost it**！ 2. 这支球队的 **defense strategy** 真的 **too strong**，每次 **they intercept** 都能 **immediately counterattack** 反击得分。 3. 我 **usually watch** NBA 直播，但今天 **the stream keeps buffering** 真的 **super annoying**，害我 **missed the dunk**！,"##orororsorsorsororor por por porsorsor por por Por por Por Por por porpor por por sin por porno por por mi por por per por poran por por de por por y por por, por por en por por la por por van por por mor por por va por por ser por por ver por por lo por por el por por son por por otro por porr por por una por por no por porar por por un por",47.05882352941176,0.0,-47.05882352941176
"I was watching the NBA last night, **那个三分球太漂亮了**! **这场比赛的防守强度** really impressed me, both teams played hard. The referee made a controversial call, **但裁判的判罚有时候确实难免有争议**。","##nonono por por por Por Por Por por porpor Por porpor por Por por Porpor por por sin por Por sin por por de por por, por por no por por per por por y por por en por por mi por por con por por la por por van por por ver por poran por por va por por lo por porno por Por de por Por y por Por, por Porno por sin sin sin por sin Por Por sin sin Por por",0.0,0.0,0.0
我昨天在supermarket买了**很多东西**，结果发现**忘带wallet**了。 这部**电影的plot**有点**复杂**，不过**演员的acting**真的**很棒**！ 他总是**说some random stuff**，然后**就开始笑**，**真搞不懂**他在**想什么**。,"##orororsorsorsororor por por porsorsor porsor por por Por por por sin por por mor por por de por porador por por la por por en por porpor por por ser por por per por por lo por por otro por por el por por con por por una por por y por por mi por por su por por van por por para por por, por por ver por por va por porar por porno por poran por por",0.0,0.0,0.0
"Honestly, I was bawling my eyes out by the end. 他总是说要减肥，可是一到周末就把节食计划抛到脑后。 I swear, his willpower lasts about two days max.",##janjanjanjajajajanjajanjanjaijaijaijajajaijaijanjanjaljajajojajajaljaljaljaijaijaljaljanjajaijajanjaljaljajaijaljajaljajanjaijajaijanjajaljaijajaljanjaijanjaijaljanjanjojaijaijjaijaijalijaijaijamjaijaijijaijailjijaijaijatjaijaijojaijajjajajjaijajojojai,5.000000000000004,0.0,-5.000000000000004
The Lakers 真的太强了，昨晚那场比赛简直是大师级表演。 I can’t believe they lost to the Warriors after leading by 15 in the fourth—最后关头防守太松懈。 下周的德比战肯定好看，Man City 和 Liverpool 的对决从来不让人失望。,##orororkorkorkororor cor corkorkor cor cor cororkororkor corkor cor kor cor cor por por cor cor Cor cor corsor cor cor kor kor corkor kor cor kor por por por kor cor por cor porkor cor Cor por porkorkor kor kor kor por corkor por cor korkor cor por kor korkorkor por por Por por por de cor cor de por por Cor cor por de de cor poror por poror,22.72727272727273,0.0,-22.72727272727273
