i,input_text,output_text,input_cmi,output_cmi,delta
68,这个新手机的处理器速度真的快，**but the battery life is kind of disappointing.** **I tried enabling dark mode** 来省点电，效果还不错。 **The AI assistant keeps mishearing me**—可能我的口音它不太适应吧。,暗色模式确实能救点电，不过AI听不懂你的时候还挺魔性的哈哈。你试过调一下语音识别的灵敏度或者换个输入法吗？有时候换个角度说反而更准。,7.14285714285714,0.0,-7.14285714285714
69,1. I was 正在看 movie yesterday 但是突然 stop 了电，真的是 too annoying 了！ 2. 这个 weekend 我要去 shopping 买点新衣服，顺便 bring 我妹妹 一起吃个 火锅。 3. My boss 让我 finish 这个 report 之前，一定要 check 所有的 data 确保 no mistakes。,1. 断电真的太磨人了！看个电影都看不安生，后来电来了吗？ 2. 火锅加购物，周末过得挺滋润啊，你妹妹肯定开心坏了~ 打算去哪个mall？,45.45454545454546,0.0,-45.45454545454546
70,1. 昨天的比赛 **was so intense**—最后一秒 **they scored a buzzer-beater** 让我 **completely lost it**！ 2. 这支球队的 **defense strategy** 真的 **too strong**，每次 **they intercept** 都能 **immediately counterattack** 反击得分。 3. 我 **usually watch** NBA 直播，但今天 **the stream keeps buffering** 真的 **super annoying**，害我 **missed the dunk**！,哇，那最后一秒绝杀真的太刺激了吧！我都能想象你当时从沙发上蹦起来的样子😂 这防守反击套路确实牛，每次抢断后那速度跟打快攻一样，对手根本招架不住。还有你这网卡时机也太精准了，关键时刻掉链子，气死个人哈哈。,47.05882352941176,0.0,-47.05882352941176
71,"I was watching the NBA last night, **那个三分球太漂亮了**! **这场比赛的防守强度** really impressed me, both teams played hard. The referee made a controversial call, **但裁判的判罚有时候确实难免有争议**。",哈哈是啊，那个三分球瞬间就点燃现场了！防守强度高的时候比赛看起来就特别过瘾，不过争议判罚确实让人又爱又恨，每次都能吵半天。,0.0,0.0,0.0
72,我昨天在supermarket买了**很多东西**，结果发现**忘带wallet**了。 这部**电影的plot**有点**复杂**，不过**演员的acting**真的**很棒**！ 他总是**说some random stuff**，然后**就开始笑**，**真搞不懂**他在**想什么**。,哈哈哈太魔幻了，买一车东西才发现忘带钱包，这剧情比那电影还精彩😂 你朋友这思维跳跃方式绝了，估计连他自己都不知道自己在想啥。,0.0,0.0,0.0
73,"Honestly, I was bawling my eyes out by the end. 他总是说要减肥，可是一到周末就把节食计划抛到脑后。 I swear, his willpower lasts about two days max.",哈哈哈太真实了！周末就是意志力的坟场，尤其是看到烧烤和啤酒的时候。你是被什么戳到哭的呀？看起来心情有点复杂。,5.000000000000004,0.0,-5.000000000000004
74,The Lakers 真的太强了，昨晚那场比赛简直是大师级表演。 I can’t believe they lost to the Warriors after leading by 15 in the fourth—最后关头防守太松懈。 下周的德比战肯定好看，Man City 和 Liverpool 的对决从来不让人失望。,哈哈，确实！Lakers 那种大起大落的节奏看得我心脏都快停了。德比战必看，Kloppe 最后一季的 Liverpool 估计会拼了，Man City 又是那种越到关键越稳的气质——这仗绝对有火药味！,22.72727272727273,28.57142857142857,5.844155844155839
75,1. 昨天的比赛 **was so intense**—**last-minute** 那个 **three-pointer** 直接 **reverse** 了整个 **scoreboard**，**OMG** 真的 **太刺激了**！ 2. 我 **usually** 打 **badminton** 但是最近 **trying out** 乒乓球，发现 **spin** 这个 **technique** 真的 **很难掌握**，**need more practice** 才行。 3. 他的 **dribbling skills** 简直 **牛逼**，**fake out** 了对方整条 **defense line**，最后 **assist** 给队友 **上篮得分**，**crowd** 都 **疯了**！,1. 那最后一球绝对是今年看过最燃的瞬间，心脏都快跳出来了哈哈！ 2. 乒乓球的旋转确实阴人，我之前练了半年转球才勉强不丢脸，加油！,10.526315789473683,0.0,-10.526315789473683
76,"I was thinking about dinner earlier, 但是冰箱里什么都没有。 You should check that new café downtown, 他们的咖啡超好喝的。 The meeting got canceled last minute, 所以今天可以早点下班了。",真羡慕你能早下班！那正好去试试那家咖啡馆，顺便解决晚饭问题——说不定他们还有好吃的轻食呢？,13.636363636363635,0.0,-13.636363636363635
77,1. 昨天的比赛太**clutch**了，最后一秒**three-pointer**直接**buzzer beater**，我们队**绝杀**对手！ 2. 这个赛季他**数据**爆炸，场均**double-double**，还拿了**MVP**，简直是**carry**全队的**核心**。 3. 教练总说我的**防守**太**soft**，下场比赛我一定要**lock down**对方**主力**，不能再让他**轻松得分**了！,"哈哈太爽了！第一场那种绝杀的刺激感简直无法形容，尤其是buzzer beater响起那瞬间，整个人都炸了🔥 你这个赛季数据这么猛，MVP实至名归！防守端加油，下场直接给对方主力来个full-court press，让他体验体验什么叫""铁桶阵""💪",0.0,0.0,0.0
78,"I was watching the NBA finals last night, 真的太精彩了！ James 的三分球简直无解，he totally carried the team in the fourth quarter. 下周的比赛你去现场看吗？I heard the tickets are sold out already.",太可惜了，票确实一抢而空！我只能在家抱着薯片看直播了，不过气氛应该也很带感。你要是能去现场，记得帮我喊两嗓子啊哈哈！,11.111111111111116,0.0,-11.111111111111116
79,"I was thinking about dinner earlier, 但最后还是决定点外卖了。 今天的天气真好， perfect for a walk in the park. My phone died again, 真不知道怎么回事！",外卖解决了晚饭，省事！不过手机总没电确实烦，该不会是充电口松了吧？好天气可惜了，下次走走记得带充电宝~,15.000000000000002,0.0,-15.000000000000002
80,我昨天去了那个supermarket买东西，结果发现**打折**的**商品**都sold out了。 他总是说next time再约，可每次都**放鸽子**，真**让人**annoying。 这部电影的plot**有点**复杂，**但是**special effects**做得**超级**牛逼**！,唉，超市打折商品永远跟你玩捉迷藏… 那个人该不会是专业鸽王吧？电影特效牛逼就行，剧情复杂就当脑力训练了哈哈。,0.0,0.0,0.0
81,I might have to switch to LoRA if my GPU can’t handle full fine-tuning. 云服务器又涨价了，这次涨幅有点离谱。 AWS’s new billing structure is forcing me to rethink my entire deployment strategy.,唉，LoRA确实是个好退路，至少能省不少显存。AWS这波操作也太狠了，换成国内云试试？虽然也贵，但起码涨价幅度没这么夸张。,3.57142857142857,0.0,-3.57142857142857
82,1. 我昨天去了那个 **super crowded** 的市场，结果**bought**一堆**useless stuff**回来。 2. 你**really**应该**try**一下这家的**spicy hotpot**，味道**absolutely 顶呱呱**！ 3. 他**always**说要**save money**，但每次**payday**就立马**刷爆**信用卡。,"1. 太熟悉了！我上次去夜市也是两手空空进去，拎着一堆""当时觉得很有用""的东西出来，现在全在吃灰😂 2. 这家我去过！那种麻辣鲜香真的**上头**，吃完整个人都**reborn**了，下次再一起去？",0.0,0.0,0.0
83,1. My phone 突然 **black screen** 了，得 **hard reset** 一下才能 **fix** 这个 **bug**。 2. 这个 **AI model** 的 **accuracy** 真的 **很高**，但 **training data** 如果 **bias** 太大就 **gg** 了。 3. 你帮我 **check** 下这个 **code**，我总觉得 **logic** 有点 **off**，**error message** 老是 **pop up**。,1. 手机黑屏真闹心，硬重启确实是最后一招了，不过下次可以先试试强制重启（长按电源+音量下）看看能不能救回来。 2. 高accuracy的模型确实牛，但数据偏见是硬伤，有时候连fine-tune都救不了，得从源头抓数据质量。,12.5,0.0,-12.5
84,我这个new laptop的**散热**真的有点**拉胯**，一开**游戏**就**卡成PPT**。 你帮我看看这个**代码**哪里**出bug**了，我**debug**了半天还是**报错**。 他那个**AI模型**的**accuracy**才**70%**左右，**明显**还得**fine-tune**一下。,这散热和模型一起搞你确实够忙的... 先贴下报错信息和代码片段吧，我帮你看看是数据预处理的问题还是模型结构哪里撑不住。70%的accuracy确实有点低，学习率或者batch size调一下试试？,0.0,0.0,0.0
85,"I just upgraded my phone’s OS, 但是发现电池特别不给力。 The new AI model processes data way faster, 不过训练成本确实有点高。 You can enable dark mode in settings, 这样眼睛会舒服很多。",新系统确实有时候会更耗电，你试试关一下后台刷新看看？AI模型那块儿啊，速度和成本永远是个trade-off，看你更在意哪边啦。,12.5,0.0,-12.5
86,"1. I was **真的太累了** after working overtime, so I just ordered some **外卖** and crashed on the couch. 2. She always says **""别客气""** when I thank her, but I still feel like I should **买单** next time. 3. If you **不确定** how to do it, just **百度一下**—it’s way faster than asking me.",1. 太理解了，加班后连洗澡的力气都没有，外卖+沙发简直是人间天堂😂 2. 她是真不在意，但你这份心意下次直接请她喝奶茶就完美解决了。,0.0,0.0,0.0
87,"I was thinking about dinner earlier, 但是不知道吃什么好。 今天的天气真不错， perfect for a walk in the park. My phone died again, 充电宝忘在家里了。",真懂你这种“手机一没电，世界就安静了”的感觉哈哈。不如趁这好天气边散步边想晚饭吃啥，说不定路过哪家小店就有灵感了！,15.000000000000002,0.0,-15.000000000000002
88,这个新手机的处理器真的太强了，it can handle multitasking without any lag at all. AI技术发展得太快，sometimes I worry about how it’ll impact traditional jobs in the future. 云存储方便是方便，but you still need a solid backup plan in case the server crashes.,是啊，科技进步有时候感觉像坐过山车——既兴奋又有点不安。现在连手机都比几年前的电脑还牛，但AI替代工作这事儿确实得慢慢看，说不定也能创造出新机会呢。,8.823529411764708,0.0,-8.823529411764708
89,The Lakers 真的太强了，last night’s game was insane! 我最喜欢看 NBA 的季后赛，those clutch moments give me chills every time. 如果你想学打篮球，just practice your dribbling and shooting daily—进步会很明显。,哈哈是啊，季后赛的氛围真的无敌，每次看到绝杀都能激动半天！我之前也天天练运球，现在三分线外投篮稳多了—你平时更爱看哪个球星的比赛？,20.833333333333336,0.0,-20.833333333333336
90,"1. After that **绝杀进球** *yìjī*, the crowd went absolutely wild—**太刺激了**! 2. He **练了整整一年** *yìnián* of free throws, but still **发挥失常** in the finals. 3. The coach’s **战术板** *zhànshùbǎn* was full of arrows, but the players just **乱来** on the court.",1. 那种绝杀的瞬间真的让人热血沸腾，现场气氛爆炸了吧！ 2. 一年的苦练最后关头掉链子，心态真的崩得一手好牌…,0.0,0.0,0.0
91,"1. After that **绝杀进球** *yìjīng*, the whole stadium just **爆炸了**—I’ve never seen fans go this crazy over a last-minute win! 2. His **三分球** accuracy this season **真的太稳了**，but the coach still says he needs to work on his **防守** if he wants more playing time. 3. They **输得有点惨**，but the team **士气还在**—next week’s rematch is gonna be their chance to **扳回一城**!",1. 那种绝杀的刺激感真的无法复制，现场的气氛估计让球员自己都热血沸腾了吧！ 2. Three-point god还得被逼着练防守，现实就是这么骨感哈哈，不过确实防守赢球才是王道。,0.0,33.333333333333336,33.333333333333336
92,1. 我昨天去了那个 **super crowded** 的市场，结果 **bought** 了一堆 **useless stuff** 回来，真**浪费钱**。 2. 他总是 **says** 自己**很忙**，但其实就**在家** **binge-watching** 电视剧，**super unproductive** 的！ 3. 这家餐厅的**菜单**看起来**很高级**，但**taste** 真的**一般般**，**not worth** 这个**价格**。,1. 太熟悉这种“血亏”体验了… 买完就后悔，然后东西还占地方，心疼钱包和空间😭 2. 这种人还总爱发“忙到飞起”的朋友圈，配图却是他躺沙发的脚照哈哈哈,0.0,0.0,0.0
93,"我昨天去了那个 **supermarket** 买东西，结果发现 **sale** 完了，真 **annoying**！ 他总是说 **""Let's chill""** 但是每次都 **拖到很晚**，让我 **超级无语**。 这部电影的 **plot** 太 **狗血** 了，不过 **visual effects** 确实 **牛逼**。","哈哈哈太真实了，这种""let's chill""式拖延症简直绝了😂 狗血plot配牛逼特效，典型的""脑子关了眼睛享受""电影体验。",0.0,0.0,0.0
94,"这个新手机的处理器速度真的快，**but the battery life is kind of disappointing.** **I tried enabling dark mode** 来省点电，效果还不错。 **The AI assistant keeps mishearing me**, 不知道是我的口音问题还是软件bug。",暗色模式确实能省不少电，尤其是OLED屏幕。AI助手的识别问题可能两边都有，你试试调整麦克风灵敏度或者用耳机录音看看？,13.33333333333333,0.0,-13.33333333333333
95,"Last night’s game was insane—**那个绝杀太牛了**！ The coach said their defense needs work, **否则下场比赛还得输**。 I’m training for a marathon, **每天跑十公里真的好累啊**！",哇，那个绝杀看得我血脉贲张！你每天十公里也太硬核了，我跑个五公里都想躺平… 不过坚持就是胜利，加油！💪🔥,0.0,0.0,0.0
96,"I was thinking about dinner just now, 但是冰箱里什么都没有。 The weather’s been so unpredictable lately, 今天突然又下雨了。 She said she’d call me back, 结果一直没消息。",真倒霉，冰箱空空雨还下，连个安慰电话都没等到… 要不点个外卖暖暖身，顺便气气她？,13.636363636363635,0.0,-13.636363636363635
97,The Lakers 真的太强了，last night’s game was insane! 我昨天看了整场比赛，but the refs made some questionable calls. 下周对阵勇士，hope they can keep up the momentum!,哈，昨晚LeBron和AD那配合确实绝了！勇士那场肯定火药味十足，希望裁判别再“送礼”了，让球队自己解决战斗🔥🏀,14.28571428571429,0.0,-14.28571428571429
98,1. 昨天的比赛太**clutch**了，最后三秒**buzzer beater**直接**reverse sweep**对手，简直**legendary**！ 2. 这支球队的**defense**实在太**solid**，每次**fast break**都被他们**lock down**，根本没法**score**啊。 3. 教练一直喊“**keep the intensity**”，但我们**body language**太差，老是**turnover**，最后还是**lose**了比赛。,哈哈哈 这场球看得我血液都沸腾了！第一场逆转简直是NBA级别的大片，第二场防守端铁桶阵跟钢铁长城似的😤 不过第三场确实，体语一垮，手感也跟着飘，教练得好好收拾收拾心态了...,0.0,0.0,0.0
99,The Lakers 真的太强了，这场比赛完全是他们的天下。 I can’t believe the referee missed that obvious foul—公平性在哪儿？ 下周的马拉松我一定要跑进三小时，gotta break my personal record!,你这话说得我都跟着紧张了！Lakers 确实牛，但裁判那一幕确实气人… 不过先不说篮球了，马拉松破3可是大事，加油啊，记得赛前别太激动，配速控制好！💪🔥,17.647058823529417,0.0,-17.647058823529417
100,昨天的NBA比赛太精彩了，LeBron James 又拿下了三双数据！ 我最喜欢看足球，especially when Messi 那种天马行空的盘带。 这场乒乓球决赛简直是逆天了，the Chinese players totally dominated the match!,哈哈，你这体育综合症严重啊~ 篮球足球乒乓球全都不落下，LeBron和梅西确实是两个时代的王者，中国乒乓球更是直接开挂了😂 你平时更爱看哪个？,35.71428571428571,0.0,-35.71428571428571
101,"I was thinking about dinner just now, **刚好看到冰箱里还有点剩菜**。 **今天天气真不错**， perfect for a walk in the park after work. She kept complaining about the traffic, **其实就是不想去见她婆婆**。",剩菜热热就能解决，省事！不过她这招儿挺高明的，堵车这理由谁也挑不出毛病来哈哈。,0.0,0.0,0.0
102,昨天的NBA比赛太精彩了，the Lakers almost pulled off a comeback in the last quarter! 我最喜欢看足球，especially when Messi does his signature dribble past three defenders. 这周末要去打篮球，hopefully my three-point shot has improved since last time.,哇，Lakers那场确实刺激，最后一节差点就逆天了！足球有梅西的表演确实无敌，那种过人真的是艺术。周末篮球加油，三分球手感热起来就无敌了，记得多投几个热热手！,9.999999999999998,0.0,-9.999999999999998
103,"I just upgraded my laptop’s RAM to 32GB—**速度快了不少**! **这个新软件** really simplifies video editing, even for beginners. The AI tool I’m testing **还在内测阶段**, but it’s already impressive.",哇，32G内存加持下编辑视频肯定爽翻了！AI工具内测就这么强，正式版得有多牛？你这套配置绝对是生产力爆棚啊🔥,0.0,0.0,0.0
104,"I was thinking about dinner earlier, 但是冰箱里什么都没有。 今天的会议真的很无聊，so I just zoned out the whole time. If you don’t hurry up, 我们就要迟到了！",哎哟那你现在饿坏了吧？快走吧，边走边想吃啥，我请你吃炸鸡或者火锅！😤,14.28571428571429,0.0,-14.28571428571429
105,这个新手机的处理器速度真的快，**but the battery life is kinda disappointing.** **AI tools like MidJourney** 现在特别火，不过用起来还是得懂点提示词技巧。 **I just upgraded my RAM to 32GB**，这样玩游戏的时候终于不卡顿了。,哈哈，32GB内存确实爽，游戏和AI工具一起开都不带怕的！不过手机续航不行的话，随身充真得成标配了… 你平时都用MidJourney生成什么？分享个神奇提示词呗~,7.692307692307687,0.0,-7.692307692307687
106,1. 今天的比赛 **was so intense**—那球员 **scored a hat-trick** 在最后十分钟，简直 **unbelievable**！ 2. 我 **follow** NBA 好多年了，但 **this season** 的勇士队 **真的让我** super disappointed。 3. 你 **have to check out** 那个新开的 **gym**，教练 **super professional**，还会 **教你** how to perfect your **three-pointer**。,1. 最后十分钟逆转简直心脏承受不住，那种紧张感太爽了！哪个联赛的？ 2. 勇士这赛季确实魔幻，库里都拼成这样还这样，换我我也想骂街。,38.888888888888886,0.0,-38.888888888888886
107,The Lakers 真的太强了，这场比赛完全是他们的天下。 Kobe’s fadeaway 简直就是艺术，当年看他打球真的太过瘾。 不过现在的年轻球员比如 Jokic，他的传球意识也让人赞叹不已。,是啊，Kobe 那个时代的球真的有种说不出的霸气，每次绝杀都像电影画面！Jokic 现在的球商和传球确实开创了大个子的新打法，完全是另一种艺术。,50.0,0.0,-50.0
108,1. 我昨天在supermarket买了很多东西，结果发现**忘带钱包**了，super awkward！ 2. 这个app真的**超级好用**，just one click就能**解决所有问题**，太方便了！ 3. 他总是**爱拖延**，last minute才开始做，还**怪我催他**，真的**无语**了。,"1. 哈哈哈太魔幻了，我上次也是这样，最后只能尴尬地跟收银员说""我去车里拿一下""，然后飞奔回家取卡💀 2. 同感！这种app就是我的救星，尤其是懒癌晚期患者必备ww",0.0,0.0,0.0
109,我的新**laptop**配置特别高，i7-13700K加上**RTX 4080**，跑**game**那叫一个**顺滑**。 这款**AI tool**真的**牛**，一键就能把**meeting notes**整理成**PPT**，省了我**超多时间**。 你那个**cloud storage**满了吗？我这儿有**1TB空间**可以**share**给你，速度还**飞快**。,哇，你这配置绝了，基本上是台“便携式工作站”吧！AI工具这么强大还省时间，真替你开心😎 1TB空间太救命了，我云盘早就爆满了，改天请你喝奶茶感谢你的救济哈哈。,0.0,0.0,0.0
110,"I was watching the NBA finals last night, 真的太精彩了！ The Lakers’ defense was on fire, 但湖人最后还是输给了对手。 Next season they really need to improve, 否则又是一年徒劳无功。",是啊，最后那几分钟看得我心跳都加速了… 尤其是AD的防守，简直是一夫当关！不过确实得调整阵容了，不然下赛季还得被凯尔特人压着打。,12.5,0.0,-12.5
111,这个周末的NBA比赛太精彩了，you should’ve seen Curry’s three-pointer in the last second! 足球队的防守简直一塌糊涂，they kept letting the opponents break through like it was nothing. 游泳训练特别累，but I swear the feeling after smashing a personal best is totally worth it.,哇，Curry那记三分绝杀真的太燃了！游泳训练是累，但破PB的瞬间那种成就感确实无可替代，继续加油啊～（足球队防守确实得好好反思了hh）,8.823529411764708,0.0,-8.823529411764708
112,"I just upgraded my phone’s OS, 但是系统现在老是卡顿。 The new AI tool can generate images from text prompts, 画质真的很惊人。 Cloud storage prices keep dropping, 所以我决定把所有文件都搬到网盘上。",哇，升级系统后卡顿确实烦人，试试清理一下后台或者重启看看？那AI生图工具听起来超酷的，你都用它生成啥图了？网盘价格便宜确实划算，记得备份重要文件啊~,12.5,0.0,-12.5
113,"I was thinking about dinner last night, 但是冰箱里什么都没有。 The weather forecast says it’ll rain tomorrow, 记得带伞出门哦。 She promised to call me back, 结果又放我鸽子了。","唉，冰箱空空的心情太熟悉了… 明天记得带伞，顺便带点零食备着（笑）。被放鸽子真的气人，下次直接说""鸽子炖汤""给她听！",13.043478260869568,0.0,-13.043478260869568
114,这个新手机的处理器速度真的快，**but the battery life is kinda disappointing.** **AI tools like MidJourney** 现在已经能生成特别逼真的图片了，连专业设计师都开始紧张。 我昨天试着用 **Python debug了半天**，结果发现是个简单的中文编码问题，气死人。,"哈哈哈 编码问题真的太魔幻了，有时候明明就差一个encode(""utf-8"")，却能让你怀疑人生。AI画图是挺牛，但设计师的审美和创意短期内应该还替代不了——不过得加紧学AI工具了，不然真被落下了。",22.22222222222222,0.0,-22.22222222222222
115,"1. After that **绝杀进球** *yìjī*, the whole stadium just **炸了**—fans were screaming like crazy! 2. He **受伤** during the second quarter, but still **硬撑** to finish the game—what a **真汉子**! 3. Their **防守战术** is too aggressive; refs should’ve called a foul **早就** instead of letting it slide.","1. 那种绝杀的快感简直爆棚，现场气氛绝了，我都起鸡皮疙瘩了！ 2. 这种""带伤上阵""的精神真让人敬佩，不过也别太拼命，身体要紧啊…",0.0,0.0,0.0
116,1. 昨天的NBA比赛太**clutch**了，最后三秒**buzzer beater**绝杀，我直接**screamed**起来！ 2. 这场**marathon**跑得我**leg cramps**都犯了，但还是**坚持**冲过**finish line**，太**满足**了！ 3. 教练说我的**dribbling**还得**多练**，不然上场**hold ball**太久，队友**配合**都跟不上**rhythm**。,1. 那种最后一球的紧张感太刺激了吧，我都能想象你当时的表情ww 2. 这种痛并快乐着的感觉只有跑过的人才懂，牛逼！,0.0,0.0,0.0
117,"Honestly, I almost fell asleep halfway through. 你周末有什么计划吗？要不要一起吃个火锅？ I’ve been craving spicy food lately!",太懂了，冬天就是要靠火锅续命！周末正好没事，走起——我请你吃麻辣锅底，再来点毛肚和脑花，绝了！🔥（你选地方还是我来？）,7.14285714285714,0.0,-7.14285714285714
118,"1. I was 刚想说 you should come with us, 但是 suddenly realized 我忘带钥匙了。 2. She always 爱抱怨 her job is too boring, 可是 actually 她工资挺高的。 3. If you 不想吃这个，just tell me 别客气—we can order 别的菜 later.",1. 哈哈那你现在是回去拿钥匙还是直接放弃出门了？ 2. 高工资也抵不住无聊呀，换我我也会唠叨的。,27.27272727272727,0.0,-27.27272727272727
119,1. 我昨天去了那个 **new café** 但是 **service** 实在太 **slow** 了，等了半天才 **get my coffee**。 2. 他总是 **say** 自己 **very busy**，可每次 **hang out** 都 **last-minute cancel**，真 **让人无语**。 3. 这个 **app** 的 **UI design** 超级 **clean**，但是 **loading speed** 有点 **拖沓**，希望下次 **update** 能 **fix 这个bug**。,1. 那家咖啡厅装修是挺文艺的，但服务跟不上啊…下次还是回老地方吧。 2. 这种人啊，busy是真的，把你当backup也是真的😅,7.692307692307687,0.0,-7.692307692307687
120,"I was watching the NBA finals last night, 真的太精彩了！ James harden 这次发挥不太好，missed so many crucial shots. 下场比赛我一定要支持我的主队，they need all the fan energy!",Harden 确实有点手感冰凉，关键球真的心疼… 但系列赛还长呢，相信他下场能调整回来！你主队是谁啊？一起加油鸭🔥🏀,13.636363636363635,50.0,36.36363636363637
121,"这个新手机的处理器速度真的快，**but the battery life is kind of disappointing.** **I tried enabling dark mode** 来省点电，效果还不错。 **The AI camera features are impressive**, 不过有时候拍出来的颜色有点过度饱和。",暗色模式确实能省不少电，尤其是OLED屏幕。AI相机调高饱和度可能是为了吸睛，可以手动降一下色彩强度试试。,13.33333333333333,0.0,-13.33333333333333
122,1. 昨天的比赛 **was so intense**—最后一分钟 **they scored a buzzer-beater**，简直 **blew my mind**！ 2. 我 **usually play basketball** 在周末，但今天 **my knee feels off**，可能要 **rest for a week** 先休息一下。 3. 这支球队 **has a strong defense**，可是 **their offense is trash**，所以 **always lose** 在关键时刻 **输得很惨**。,1. 最后一分钟逆转真的太刺激了，我都快站起来了哈哈！ 2. 膝盖别硬撑啊，好好休息，不然伤了得拖更久。,31.57894736842105,0.0,-31.57894736842105
123,1. 昨天的比赛太**clutch**了，我们队最后一秒**three-pointer**绝杀，简直**unbelievable**！ 2. 这个赛季他**training**特别刻苦，每天**gym**里**dribble**练到半夜，才能在场上这么**dominant**。 3. 教练说我们**defense**太松，下半场必须**full-court press**，不然**playoff**的名额肯定**bubble**了！,1. 那瞬间我心脏都要跳出来了，最后那个三分球角度也太刁钻了吧！😱 2. 怪不得他现在场上那么自信，这种付出确实看得见效果，尊重！💪,0.0,0.0,0.0
124,"1. After that **绝杀进球** *yìjī*, the whole stadium just **炸了**—fans were screaming like crazy! 2. His **传球** *chuánqiú* vision is next-level, always **找到** the open man before the defense reacts. 3. They **输得太惨** *shū de tài cǎn* last season, but this year’s roster **完全不一样**—total rebuild mode.",1. 那种绝杀瞬间的高潮感太爽了，现场的气氛绝对是**鸡皮疙瘩**起一身！🔥 2. 他的球商真的恐怖，每次传球都像**开挂**一样，防守球员只能干瞪眼。,0.0,0.0,0.0
125,"1. After that **绝杀** three-pointer, the crowd went **完全疯了**—best game of the season! 2. The coach’s **战术板** strategy failed when their **后卫** got double-teamed in the last quarter. 3. He **受伤** during warm-ups but still played **满场飙**, earning MVP with 30 points.",1. 那球真的**太刺激了**，现场气氛爆棚到我耳朵都震麻了！🔥 2. 双人包夹一上，战术板瞬间成了**摆设**哈哈，教练脸都绿了吧？,0.0,0.0,0.0
126,"I was thinking about dinner just now, 但是冰箱里什么都没有。 今天的会议真无聊，I almost fell asleep halfway through. You should try that new café, 他们的抹茶拿铁超好喝的！",哇，会议太磨人了吧… 那你现在是饿到快晕还是困到快晕啊？哈哈。抹茶拿铁听起来超救场，等我下次也去尝尝，顺便帮你补个冰箱！,14.28571428571429,0.0,-14.28571428571429
127,我的new laptop 突然black screen了，得赶紧找个repair shop修一下。 You can 用这个app一键optimize你的system settings，超方便的！ 他总说我的coding style不enough Pythonic，但我的logic很清晰啊。,黑屏真的急死人…先试试强制重启或者接外接显示器看看是不显示还是真的坏了。至于Pythonic那事儿，逻辑清晰是基础，但入乡随俗嘛，多看看PEP 8和一些idiomatic的写法，慢慢就习惯了~,25.0,0.0,-25.0
128,the twist was so unexpected I had to rewatch it twice. 周末想去吃火锅，但是朋友说最近太忙了， so we might just order pizza instead.,哇这个反转确实绝绝子！火锅换披萨也挺好，周末在家舒服地追剧配上热乎乎的pizza，感觉也很赢麻了~,5.263157894736848,0.0,-5.263157894736848
129,"The new AI model 真的太强了，处理复杂任务游刃有余。 I tried debugging the code all night, 结果发现是个简单的语法错误。 Their latest smartphone 续航能力很差，but the camera quality is unbeatable.",哈哈太熟悉这种“通宵debug最后发现是漏个分号”的痛苦了！AI是强，但有时候还是得人肉检查那些傻瓜错误。至于手机续航，看来又得随身带充电宝了，不过拍照确实能安慰到我。,13.636363636363635,0.0,-13.636363636363635
130,"The Lakers 真的太强了，这场比赛完全是他们的天下。 I can’t believe they lost the last game—那次防守简直一塌糊涂。 下周的决赛你去现场看吗？Tickets are sold out, but I might know someone.",哇，这反差也太大了吧！上场防守跟漏勺似的，这场直接变成铜墙铁壁… 决赛票这么难抢啊？你要真能搞到我跟你一起蹭，绝对不白嫖，请你吃场边最贵的啤酒！🍻,15.000000000000002,0.0,-15.000000000000002
131,1. 我昨天在supermarket买了很多东西，结果发现wallet忘在家里了，真**倒霉**！ 2. 这个app真的很**方便**，你只要click一下就能**自动生成**report，省事多了。 3. 他总是喜欢**炫耀**自己的new car，还说什么“低调是种**品位**”——**笑死人**了。,1. 哈哈太魔幻了，我上次忘带钱包还被收银员白眼一顿，当场尴尬到脚趾抠地😂 2. 确实，现在的app都太卷了，连懒都能帮你懒到极致~ 你这软件叫啥我也去试试？,0.0,0.0,0.0
132,"I was thinking about dinner just now, **刚好看到菜单上有水饺**。 **今天天气真不错**， perfect for a walk in the park. She forgot her keys again, **真让人头疼**。",水饺配上辣油最棒了！不过先解决她的钥匙问题吧，不然散步也安心不了哈哈。,0.0,0.0,0.0
133,"I just upgraded my GPU, 显卡性能提升了不少。 The new AI model processes data way faster, 但训练成本还是有点高。 My laptop keeps overheating, 可能得重新涂一下硅脂。",那真不错！AI模型跑起来顺畅多了吧，不过散热确实得抓紧处理，不然高温对显卡寿命影响大。你准备用什么牌子的硅脂？,15.000000000000002,0.0,-15.000000000000002
134,The new AI model 真的太强了，处理复杂任务一点都不费力。 我昨天升级了手机系统，but now the battery drains way faster than before. If you’re debugging Python code，记得用print语句逐步检查变量。,是啊，新系统有时候优化不到位还挺烦的… 你试过看下后台应用和电池设置吗？Debug的时候print确实是神器，不过断点调试（pdb）有时候更高效哦。,15.789473684210531,0.0,-15.789473684210531
135,"The Lakers 真的太强了 this season—LeBron and AD are unstoppable! 我昨天看了足球比赛，that last-minute goal was absolutely insane. Practice makes perfect, 但是你也要注意别受伤了 during training.",哈哈是啊，Lakers 这赛季确实牛，AD 现在状态火热！ 昨天那场足球也太刺激了，最后一秒绝杀的感觉简直绝了，看得我心脏都快跳出来了。训练强度跟着上，但确实得小心别拼过头，身体第一！,14.28571428571429,0.0,-14.28571428571429
